album;song_title;section;lyric_bait;meaning_bait;source
More Life;Madiba Riddim;Outro;"You put food on the table for me, aye?
Alright, fam, soft. I see you, aye?
You pay my bills, right?
It's light
You're a wasteman
Top story
Wah?";Bait ini mengungkapkan sindiran Drake terhadap seseorang yang mengklaim telah membantu dirinya secara materi, namun tetap dianggap tidak berharga atau tidak berarti, dengan menggunakan istilah 'wasteman' untuk merendahkan orang tersebut;genius.com
More Life;Blem;Intro;"Unruly, unruly, maddas
Who keeps bringing more? I’ve had too many
This Virginia done me off already
I’m blem for real, I might just say how I feel
I’m blem for real, I might just say how I feel";Bait ini menggambarkan Drake yang sedang berada dalam keadaan bingung dan kacau (disebut sebagai 'blem'), kemungkinan besar akibat pengaruh alkohol atau substansi lain. Ia merasa seperti tidak bisa mengendalikan dirinya dan mungkin akan mengungkapkan perasaannya yang sebenarnya.;genius.com
More Life;Blem;Chorus;"Don't switch on me, I got big plans
We need to forward to the islands
And get you gold, no spray tans
I need you to stop runnin' back to your ex, he's a wasteman
I wanna know, how come we can never slash and stay friends?
I'm blem for real, I might just say how I feel
I'm blem for real, I might just say how I feel";Bait ini menunjukkan Drake yang ingin melangkah lebih jauh dengan seseorang, membawa hubungan tersebut ke level yang lebih serius, namun kecewa karena orang tersebut terus kembali ke mantannya yang ia anggap tidak layak. Ia juga mengungkapkan perasaannya yang lebih terbuka karena pengaruh emosional atau substansi (‘blem’).;genius.com
More Life;Blem;Verse 1;"Cause I know what I like
I know how I wanna live my life
I don’t need no advice
You’re not here and we both know why
So, move from me when you're extra
Move from me with the passa
I’m buildin' up a house where they raised me
You move with me, I’ll go crazy";Bait ini menggambarkan Drake yang tegas tentang pilihan hidupnya dan mengungkapkan bahwa ia tidak memerlukan nasihat dari orang lain, terutama dari seseorang yang tidak ada di sisinya. Ia juga mengekspresikan rasa frustrasi terhadap sikap orang yang berlebihan dan tidak sesuai dengan cara hidupnya.;genius.com
More Life;Blem;Chorus;"Don’t switch on me, I got big plans
We need to forward to the islands
And get you gold, no spray tans
I need you to stop runnin' back to your ex, he’s a wasteman
I wanna know, how come we can never slash and stay friends?
I’m blem for real, I might just say how I feel
I’m blem for real, I might just say how I feel";Bait ini menunjukkan Drake yang ingin melangkah lebih jauh dengan seseorang, membawa hubungan tersebut ke level yang lebih serius, namun kecewa karena orang tersebut terus kembali ke mantannya yang ia anggap tidak layak. Ia juga mengungkapkan perasaannya yang lebih terbuka karena pengaruh emosional atau substansi (‘blem’).;Drizzy Reddit
More Life;Blem;Verse 2;"I know we can’t keep it together forever
'Cause you’re crazy sometimes
And I only see you sometimes
Move from me when you're extra
Move from me with the passa
I’m buildin' up a house where they raised me
You move with me, I'll go—, look just";Bait ini menggambarkan Drake yang merasa hubungan dengan seseorang tidak akan bertahan lama karena sifat pasangan yang kadang tidak stabil. Ia juga mengekspresikan keinginannya untuk menjaga jarak dari drama dan komplikasi emosional, sambil membangun kehidupan yang lebih tenang dan stabil berdasarkan akarnya.;genius.com
More Life;Blem;Chorus;"Don’t switch on me, I got big plans
We need to forward to the islands
And get you gold, no spray tans
I need you to stop runnin' back to your ex, he’s a wasteman
I wanna know, how come we can never slash and stay friends?
I’m blem for real, I might just say how I feel
I’m blem for real, I might just say how I feel";Drake mengungkapkan ketegangan dalam hubungan dengan seseorang, menunjukkan niat untuk menjaga komitmen yang lebih serius, namun merasa frustrasi karena pasangan tersebut sering kembali ke mantannya. Dia juga mengungkapkan perasaan ketulusan yang mendalam dalam hubungan tersebut.;genius.com
More Life;Blem;Outro: Lil Wayne & Lionel Richie;"Together forever
Good morning, good afternoon, good night!
I'm here to talk about More Life
One second";Bait ini menunjukkan perasaan percaya diri Drake tentang proyek album *More Life*, dengan kata-kata yang menunjukkan keterlibatannya dalam perjalanan musik yang lebih panjang, seraya mengungkapkan sikap santai dalam menyambut setiap momen dan transisi yang ada di dalam hidupnya.;genius.com
More Life;4422 (Ft. Sampha);Refrain;"I'm runnin', but can't run away
You say you changed
But you never change up";"Pada lirik ""I'm runnin', but can't run away"", Drake menggunakan bahasa kiasan yang sangat kuat. Frasa ini adalah sebuah paradoks yang menunjukkan dilema batin. Secara fisik, ia mungkin berusaha menjauh dari hubungan atau masalahnya (""I'm runnin'""), namun secara emosional dan mental, ia tidak bisa melepaskan diri (""but can't run away""). Ini bisa jadi karena ia masih mencintai orang tersebut, terikat oleh kenangan, atau merasa terperangkap dalam situasi yang sulit. Ungkapan ini menggambarkan perasaan terperangkap dan ketidakberdayaan.

Selanjutnya, lirik ""You say you changed / But you never change up"" adalah inti dari kekecewaan yang dirasakan. Baris pertama ""You say you changed"" menunjukkan bahwa ada janji atau pengakuan dari pihak lain untuk memperbaiki diri. Namun, baris kedua ""But you never change up"" secara brutal menghancurkan harapan itu. Ini adalah pengakuan pahit bahwa janji-janji tersebut hanyalah kata-kata belaka, dan pola perilaku yang merusak terus berulang. ""Change up"" di sini memiliki arti yang lebih dinamis, yaitu mengubah kebiasaan atau cara pandang secara fundamental. Drake menyadari bahwa orang tersebut tidak benar-benar memiliki niat atau kemampuan untuk melakukan perubahan nyata.";genius.com
More Life;4422 (Ft. Sampha);Chorus;"44, 22
You build it up to break it halfway through
Just make the call, 22
But you're just the same as I ever knew
44, 22
You build it up to break it halfway through
Just make the call, 22
But you're just the same as I ever knew
44, 22
You build it up to break it halfway through
Just make the call, 22
But you're just the same as I ever knew
44, 22
You build it up to break it halfway through
Just make the call, 22
But you're just the same as I ever knew
44, 22
You build it up to break it halfway through
Just make the call, 22
But you're just the same as I ever knew";Lirik ini menggambarkan pola hubungan yang berulang, di mana seseorang membangun harapan hanya untuk menghancurkannya di tengah jalan. Meskipun ada usaha untuk membuat perubahan, pada akhirnya orang tersebut tetap tidak berubah, dan situasinya tetap sama seperti sebelumnya.;genius.com
More Life;4422 (Ft. Sampha);Verse;"I know I fear trust
I know I fear fear too much
On my plate, lookin' up
Outer space, Pearly Gates";Drake mengungkapkan ketakutannya terhadap rasa takut dan kepercayaan, dua hal yang menghalangi kemajuan dan hubungan yang sehat. Di sisi lain, ia juga merenung tentang beban hidup yang ia tanggung, dengan gambaran tentang keinginan untuk melampaui dunia ini dan menuju sesuatu yang lebih tinggi, seperti gerbang surga.;genius.com
More Life;4422 (Ft. Sampha);Refrain;"I'm runnin', but can't run away
You say you changed
But you never change up";Drake menggambarkan perasaan terjebak dalam hubungan yang sulit untuk ditinggalkan, meskipun pasangan tersebut berjanji untuk berubah, kenyataannya tetap tidak ada perubahan. Ini menunjukkan ketidakpastian dan rasa frustasi dalam hubungan tersebut.;genius.com
More Life;Gyalchester;Chorus: Drake & Baka Not Nice;"(Yah! Yah! Yah! Yah! Yah! Ah)
Hermès link, ice-blue mink (Woo!)
Tat on my ribs like I do not know what permanent is (Yah!)
They want me gone, wait for the kicker
Bury me now and I only get bigger
That's word to my nigga (Woo!)";Drake menyatakan kebanggaannya terhadap pencapaiannya, baik dari segi materi seperti perhiasan dan pakaian mewah, maupun dari segi ketangguhan mental. Ia juga mengungkapkan bahwa meskipun ada orang yang ingin melihatnya jatuh, ia justru semakin besar dan sukses, menunjukkan sikap percaya diri dan ketahanan diri yang kuat.;genius.com
More Life;Gyalchester;Verse 1: Drake & Baka Not Nice;"Yeah, October Firm in the cut (Yah!)
Stay at the top like I'm stuck, that's just how I'm givin' it up
She wanna get married tonight
But I can't take a knee, 'cause I'm wearin' all white
Me and my broski are twins, but we don't look alike
I don't take naps
Me and the money are way too attached to go and do that
Muscle relax (Ha! Ha! Ha!)
That and the spliff put me right on my back, I gotta unpack (Yah!)
Virginia Black (Doo! Doo!)
I could go make enough money off that and not even rap
What's that? Facts? (Yah!)
Contract max, I gotta bring that shit back (Blah!)";Drake mengekspresikan statusnya sebagai figur yang sangat sukses dan tetap berada di puncak, tidak terpengaruh oleh keinginan atau tekanan orang lain. Ia menggambarkan dedikasi terhadap pekerjaan dan uang, serta ketergantungannya pada kesuksesan yang lebih besar, sementara juga menikmati kemewahan hidupnya.;genius.com
More Life;Gyalchester;Chorus: Drake & Baka Not Nice;"Hermès link (Woo! Woo!), ice-blue mink (Yah!)
Tat on my ribs like I do not know what permanent is
They want me gone, out of the picture (Yah!)
Bury me now and I only get bigger
That's word to my, word to my—";Drake menyatakan bahwa ia telah mencapai status yang sangat tinggi, dengan simbol-simbol kemewahan seperti perhiasan dan pakaian mahal, dan ia tidak takut dengan ancaman atau keinginan orang lain untuk melihatnya jatuh. Ia percaya bahwa meskipun ada usaha untuk menjatuhkannya, ia akan semakin sukses dan berkembang.;genius.com
More Life;Gyalchester;Verse 2: Drake & Baka Not Nice;"I'm so hot, yeah, I’m so right now (Right now)
Who's not gang, bitch? Let me find out (Ha!)
Keep hearin' clicks when I'm talkin' on the iPhone
Feds in the city hate to see us on a high note (Woo!)
I switch flow like I switch time zone
Can't get Nobu, but you can get Milestone (Baka)
I got a new mansion, 'cause I outgrew the condo
Gotta do Maybach, she wanna fuck on the drive home
Yeah, met her once and I got through (Yah!)
I'm never washed, but I'm not new
I know I said top five, but I'm top two
And I'm not two and I got one
Thought you had one, but it's not one, nigga, nah";Drake mengungkapkan rasa percaya diri yang sangat tinggi terhadap posisinya dalam industri musik, menunjukkan kesuksesan material dan pengaruhnya yang terus berkembang. Ia juga menyatakan bahwa meskipun ada banyak pesaing, ia tetap berada di puncak dan menganggap dirinya sebagai yang terbaik, bahkan melebihi yang lain.;genius.com
More Life;Gyalchester;Chorus: Drake & Baka Not Nice;"Hermès link, ice-blue mink (Yah!)
Tat on my ribs like I do not know what permanent is
They want me gone (Gone, blah!), wait for the kicker
Bury me now and I only get bigger
That's word to my nigga (Woo! Woo!)
Yah!";Drake mengekspresikan bahwa meskipun ada orang yang ingin melihatnya gagal atau keluar dari sorotan, justru upaya mereka untuk menjatuhkannya malah membuatnya semakin besar dan sukses. Dengan simbol kekayaan dan kesuksesan, ia menunjukkan bahwa ia tidak takut dengan ancaman atau kebencian, malah ia semakin menguat.;genius.com
More Life;Skepta Interlude (Ft. Skepta);Chorus: Skepta;"It's a madness
Check my account, it's a madness (Mm)
Block that account, it's a catfish (Yeah)
Block that account, it's a catfish (Dubplate special)
Check my account, that's a madness
Check my account, that's a madness (OVO, BBK, greaze!)
Block that account, that's a catfish
Block that account, that's a catfish";Lirik ini menggambarkan ketidakpercayaan dan kecurigaan terhadap dunia maya dan akun-akun palsu, dengan Drake dan Skepta menyebutkan adanya penipuan atau manipulasi yang terjadi, baik dalam konteks sosial media maupun dalam kehidupan mereka. Ungkapan 'catfish' merujuk pada seseorang yang berpura-pura menjadi orang lain secara online.;genius.com
More Life;Skepta Interlude (Ft. Skepta);Verse 1: Skepta;"You don't know me, you better get to know me
Stand up tall, right next to Kobe
A young G, I had the weapon on me
Slice up work like pepperoni (Shing!)
The police still arrest the homies
No statement, no testimony
Spit in your face with extra bogey
It's my time, I don't flex a Rollie
On cloud nine, a man's extra cozy (Bo!) (Greaze!)
I might switch it up and direct a movie
Pussyholes tried to execute me
Died and came back as Fela Kuti
Don't phone me, send a text to Julie
OVO, man's so unruly (Bo!)
South by, ride out, no Suzuki
Got the Austin Powers, a man's extra groovy (Greaze!)
Front row, jacket tailor-made
Crackhead swag with the razor blade (Sex)
Red umbrella when I make it rain (Sex)
My whole team winnin', we don't play your game
Sound like me, but they ain't the same (Greaze!)
See them online tryna fake the fame
They wanna bust jokes, they think I'm Damon Wayans (Yeah)";Dalam lirik ini, Skepta menggambarkan dirinya sebagai sosok yang sangat percaya diri, tangguh, dan tidak peduli dengan norma sosial atau tekanan dari luar. Ia menekankan kekuatan dan keunikannya, serta membandingkan dirinya dengan tokoh besar seperti Kobe Bryant dan Fela Kuti, sembari menyindir orang-orang yang berpura-pura menjadi dirinya di dunia maya.;genius.com
